ICDO3.2,ICDO3.2_c,idd,beh,type,Level,Term_used,Term_raw
8507/2,8507,1000,/2,,Synonym,"Ductal carcinoma in situ, micropapillary","Ductal carcinoma in situ, micropapillary"
8507/2,8507,1001,/2,,Related,"Intraductal carcinoma,  clinging, high grade","Intraductal carcinoma,  clinging, high grade"
8507/3,8507,1002,/3,cancer,Preferred,Invasive micropapillary carcinoma of breast,Invasive micropapillary carcinoma of breast
8507/3,8507,1003,/3,cancer,Synonym,Micropapillary carcinoma of breast,Micropapillary carcinoma of breast
8508/3,8508,1004,/3,cancer,Preferred,Cystic hypersecretory carcinoma,Cystic hypersecretory carcinoma
8509/2,8509,1005,/2,,Preferred,Solid papillary carcinoma in situ,Solid papillary carcinoma in situ
8509/2,8509,1006,/2,,Related,Endocrine mucin-producing sweat gland carcinoma in situ,Endocrine mucin-producing sweat gland carcinoma in situ
8509/3,8509,1007,/3,cancer,Preferred,Solid papillary carcinoma with invasion,Solid papillary carcinoma with invasion
8509/3,8509,1008,/3,cancer,Related,Endocrine mucin-producing sweat gland carcinoma,Endocrine mucin-producing sweat gland carcinoma
8510/3,8510,1009,/3,cancer,Preferred,"Medullary carcinoma","Medullary carcinoma"
8510/3,8510,1010,/3,cancer,Related,Medullary adenocarcinoma,Medullary adenocarcinoma
8510/3,8510,1011,/3,cancer,Related,Medullary-like carcinoma,Medullary-like carcinoma
8512/3,8512,1012,/3,cancer,Preferred,Medullary carcinoma with lymphoid stroma,Medullary carcinoma with lymphoid stroma
8513/3,8513,1013,/3,cancer,Preferred,Atypical medullary carcinoma,Atypical medullary carcinoma
8514/3,8514,1014,/3,cancer,Preferred,"Duct carcinoma, desmoplastic type","Duct carcinoma, desmoplastic type"
8519/2,8519,1015,/2,,Preferred,"Lobular carcinoma in situ, pleomorphic","Lobular carcinoma in situ, pleomorphic"
8519/2,8519,1016,/2,,Synonym,"LCIS, pleomorphic","LCIS, pleomorphic"
8520/2,8520,1017,/2,,Preferred,"Lobular carcinoma in situ","Lobular carcinoma in situ"
8520/2,8520,1018,/2,,Synonym,"LCIS","LCIS"
8520/2,8520,1019,/2,,Synonym,"Lobular carcinoma, noninfiltrating","Lobular carcinoma, noninfiltrating"
8520/2,8520,1020,/2,,Synonym,"Lobular carcinoma in situ, classic","Lobular carcinoma in situ, classic"
8520/2,8520,1021,/2,,Related,Intraductal papilloma with lobular carcinoma in situ,Intraductal papilloma with lobular carcinoma in situ
8520/3,8520,1022,/3,cancer,Preferred,"Lobular carcinoma","Lobular carcinoma"
8520/3,8520,1023,/3,cancer,Synonym,"Infiltrating lobular carcinoma","Infiltrating lobular carcinoma"
8520/3,8520,1024,/3,cancer,Synonym,Lobular adenocarcinoma,Lobular adenocarcinoma
8520/3,8520,1025,/3,cancer,Related,Tubulolobular carcinoma,Tubulolobular carcinoma
8520/3,8520,1026,/3,cancer,Related,"Lobular carcinoma, pleomorphic","Lobular carcinoma, pleomorphic"
8521/3,8521,1027,/3,cancer,Preferred,Infiltrating ductular carcinoma,Infiltrating ductular carcinoma
8522/2,8522,1028,/2,,Preferred,Intraductal carcinoma and lobular carcinoma in situ,Intraductal carcinoma and lobular carcinoma in situ
8522/3,8522,1029,/3,cancer,Preferred,Infiltrating duct and lobular carcinoma,Infiltrating duct and lobular carcinoma
8522/3,8522,1030,/3,cancer,Synonym,Lobular and ductal carcinoma,Lobular and ductal carcinoma
8522/3,8522,1031,/3,cancer,Related,Intraductal and lobular carcinoma,Intraductal and lobular carcinoma
8522/3,8522,1032,/3,cancer,Related,Infiltrating duct and lobular carcinoma in situ,Infiltrating duct and lobular carcinoma in situ
8522/3,8522,1033,/3,cancer,Related,Infiltrating lobular carcinoma and ductal carcinoma in situ,Infiltrating lobular carcinoma and ductal carcinoma in situ
8523/3,8523,1034,/3,cancer,Preferred,Infiltrating duct mixed with other types of carcinoma,Infiltrating duct mixed with other types of carcinoma
8523/3,8523,1035,/3,cancer,Related,Infiltrating duct and colloid carcinoma,Infiltrating duct and colloid carcinoma
8523/3,8523,1036,/3,cancer,Related,Infiltrating duct and cribriform carcinoma,Infiltrating duct and cribriform carcinoma
8523/3,8523,1037,/3,cancer,Related,Infiltrating duct and mucinous carcinoma,Infiltrating duct and mucinous carcinoma
8523/3,8523,1038,/3,cancer,Related,Infiltrating duct and tubular carcinoma,Infiltrating duct and tubular carcinoma
8524/3,8524,1039,/3,cancer,Preferred,Infiltrating lobular mixed with other types of carcinoma,Infiltrating lobular mixed with other types of carcinoma
8525/3,8525,1040,/3,cancer,Preferred,Polymorphous adenocarcinoma,Polymorphous adenocarcinoma
8525/3,8525,1041,/3,cancer,Synonym,Polymorphous carcinoma,Polymorphous carcinoma
8525/3,8525,1042,/3,cancer,Synonym,Terminal duct adenocarcinoma,Terminal duct adenocarcinoma
8530/3,8530,1043,/3,cancer,Preferred,Inflammatory carcinoma,Inflammatory carcinoma
8530/3,8530,1044,/3,cancer,Synonym,Inflammatory adenocarcinoma,Inflammatory adenocarcinoma
8540/3,8540,1045,/3,cancer,Preferred,"Paget disease, mammary","Paget disease, mammary"
8540/3,8540,1046,/3,cancer,Synonym,Paget disease of breast,Paget disease of breast
8540/3,8540,1047,/3,cancer,Synonym,Paget disease of nipple,Paget disease of nipple
8541/3,8541,1048,/3,cancer,Preferred,Paget disease and infiltrating duct carcinoma of breast,Paget disease and infiltrating duct carcinoma of breast
8542/3,8542,1049,/3,cancer,Preferred,"Paget disease, extramammary","Paget disease, extramammary"
8543/3,8543,1050,/3,cancer,Preferred,Paget disease and intraductal carcinoma of breast,Paget disease and intraductal carcinoma of breast
8550/0,8550,1052,/0,,Preferred,Acinar cell adenoma,Acinar cell adenoma
8550/0,8550,1053,/0,,Synonym,Acinar adenoma,Acinar adenoma
8550/0,8550,1054,/0,,Synonym,Acinic cell adenoma,Acinic cell adenoma
8550/1,8550,1055,/1,,Preferred,Acinar cell tumor,Acinar cell tumor
8550/1,8550,1056,/1,,Synonym,Acinic cell tumor,Acinic cell tumor
8550/3,8550,1057,/3,cancer,Preferred,Acinar cell carcinoma,Acinar cell carcinoma
8550/3,8550,1058,/3,cancer,Synonym,"Acinar adenocarcinoma","Acinar adenocarcinoma"
8550/3,8550,1059,/3,cancer,Synonym,Acinar carcinoma,Acinar carcinoma
8550/3,8550,1060,/3,cancer,Synonym,Acinic cell adenocarcinoma,Acinic cell adenocarcinoma
8551/3,8551,1061,/3,cancer,Preferred,Acinar cell cystadenocarcinoma,Acinar cell cystadenocarcinoma
8551/3,8551,1062,/3,cancer,Related,Acinar adenocarcinoma of the lung,Acinar adenocarcinoma of the lung
8552/3,8552,1063,/3,cancer,Preferred,Mixed acinar-ductal carcinoma,Mixed acinar-ductal carcinoma
8560/0,8560,1065,/0,,Preferred,Mixed squamous cell and glandular papilloma,Mixed squamous cell and glandular papilloma
8560/0,8560,1066,/0,,Synonym,Tubulosquamous polyp,Tubulosquamous polyp
8560/3,8560,1067,/3,cancer,Preferred,Aquamous carcinoma,Aquamous carcinoma
8560/3,8560,1068,/3,cancer,Synonym,Mixed adenocarcinoma and epidermoid carcinoma,Mixed adenocarcinoma and epidermoid carcinoma
8560/3,8560,1069,/3,cancer,Synonym,Mixed adenocarcinoma and squamous cell carcinoma,Mixed adenocarcinoma and squamous cell carcinoma
8560/3,8560,1070,/3,cancer,Related,Squamoid eccrine ductal carcinoma,Squamoid eccrine ductal carcinoma
8561/0,8561,1071,/0,,Preferred,Adenolymphoma,Adenolymphoma
8561/0,8561,1072,/0,,Synonym,Papillary cystadenoma lymphomatosum,Papillary cystadenoma lymphomatosum
8561/0,8561,1073,/0,,Synonym,Warthin tumor,Warthin tumor
8562/3,8562,1074,/3,cancer,Preferred,Epithelial-myoepithelial carcinoma,Epithelial-myoepithelial carcinoma
8563/0,8563,1075,/0,,Preferred,Lymphadenoma,Lymphadenoma
8570/3,8570,1076,/3,cancer,Preferred,Adenocarcinoma with squamous metaplasia,Adenocarcinoma with squamous metaplasia
8570/3,8570,1077,/3,cancer,Synonym,Adenoacanthoma,Adenoacanthoma
8570/3,8570,1078,/3,cancer,Related,Endometrioid carcinoma with squamous differentiation,Endometrioid carcinoma with squamous differentiation
8571/3,8571,1079,/3,cancer,Preferred,Adenocarcinoma with cartilaginous and osseous metaplasia,Adenocarcinoma with cartilaginous and osseous metaplasia
8571/3,8571,1080,/3,cancer,Synonym,Adenocarcinoma with cartilaginous metaplasia,Adenocarcinoma with cartilaginous metaplasia
8571/3,8571,1081,/3,cancer,Synonym,Adenocarcinoma with chondroid differentiation,Adenocarcinoma with chondroid differentiation
8571/3,8571,1082,/3,cancer,Synonym,Adenocarcinoma with osseous metaplasia,Adenocarcinoma with osseous metaplasia
8572/3,8572,1083,/3,cancer,Preferred,Adenocarcinoma with spindle cell metaplasia,Adenocarcinoma with spindle cell metaplasia
8572/3,8572,1084,/3,cancer,Synonym,"Acinar adenocarcinoma, sarcomatoid variant","Acinar adenocarcinoma, sarcomatoid variant"
8572/3,8572,1085,/3,cancer,Related,Fibromatosis-like metaplastic carcinoma,Fibromatosis-like metaplastic carcinoma
8573/3,8573,1086,/3,cancer,Preferred,Adenocarcinoma with apocrine metaplasia,Adenocarcinoma with apocrine metaplasia
8573/3,8573,1087,/3,cancer,Synonym,Carcinoma with apocrine metaplasia,Carcinoma with apocrine metaplasia
8574/3,8574,1088,/3,cancer,Preferred,Adenocarcinoma with neuroendocrine differentiation,Adenocarcinoma with neuroendocrine differentiation
8574/3,8574,1089,/3,cancer,Synonym,Carcinoma with neuroendocrine differentiation,Carcinoma with neuroendocrine differentiation
8574/3,8574,1090,/3,cancer,Synonym,Adenocarcinoma admixed with neuroendocrine carcinoma,Adenocarcinoma admixed with neuroendocrine carcinoma
8575/3,8575,1091,/3,cancer,Preferred,"Metaplastic carcinoma","Metaplastic carcinoma"
8576/3,8576,1092,/3,cancer,Preferred,Hepatoid adenocarcinoma,Hepatoid adenocarcinoma
8576/3,8576,1093,/3,cancer,Synonym,Hepatoid carcinoma,Hepatoid carcinoma
8580/0,8580,1095,/0,,Preferred,Microscopic thymoma,Microscopic thymoma
8580/0,8580,1096,/0,,Related,"Thymoma, benign","Thymoma, benign"
8580/1,8580,1097,/1,,Preferred,Micronodular thymoma with lymphoid stroma,Micronodular thymoma with lymphoid stroma
8580/3,8580,1098,/3,cancer,Preferred,"Thymoma","Thymoma"
8580/3,8580,1099,/3,cancer,Related,Intrapulmonary thymoma,Intrapulmonary thymoma
8580/3,8580,1100,/3,cancer,Related,Sclerosing thymoma,Sclerosing thymoma
8580/3,8580,1101,/3,cancer,Related,Metaplastic thymoma,Metaplastic thymoma
8581/3,8581,1102,/3,cancer,Preferred,"Thymoma, type A","Thymoma, type A"
8581/3,8581,1103,/3,cancer,Synonym,"Thymoma, medullary","Thymoma, medullary"
8581/3,8581,1104,/3,cancer,Synonym,"Thymoma, spindle cell","Thymoma, spindle cell"
8582/3,8582,1105,/3,cancer,Preferred,"Thymoma, type AB","Thymoma, type AB"
8582/3,8582,1106,/3,cancer,Synonym,"Thymoma, mixed type","Thymoma, mixed type"
8583/3,8583,1107,/3,cancer,Preferred,"Thymoma, type B1","Thymoma, type B1"
8583/3,8583,1108,/3,cancer,Synonym,"Thymoma, lymphocyte-rich","Thymoma, lymphocyte-rich"
8583/3,8583,1109,/3,cancer,Synonym,"Thymoma, lymphocytic","Thymoma, lymphocytic"
8583/3,8583,1110,/3,cancer,Synonym,"Thymoma, organoid","Thymoma, organoid"
8583/3,8583,1111,/3,cancer,Synonym,"Thymoma, predominantly cortical","Thymoma, predominantly cortical"
8584/3,8584,1112,/3,cancer,Preferred,"Thymoma, type B2","Thymoma, type B2"
8584/3,8584,1113,/3,cancer,Synonym,"Thymoma, cortical","Thymoma, cortical"
8585/3,8585,1114,/3,cancer,Preferred,"Thymoma, type B3","Thymoma, type B3"
8585/3,8585,1115,/3,cancer,Synonym,"Thymoma, atypical","Thymoma, atypical"
8585/3,8585,1116,/3,cancer,Synonym,"Thymoma, epithelial","Thymoma, epithelial"
8585/3,8585,1117,/3,cancer,Synonym,Well differentiated thymic carcinoma,Well differentiated thymic carcinoma
8586/3,8586,1118,/3,cancer,Preferred,"Thymic carcinoma","Thymic carcinoma"
8586/3,8586,1119,/3,cancer,Synonym,"Thymoma, type C","Thymoma, type C"
8587/0,8587,1120,/0,,Preferred,Ectopic hamartomatous thymoma,Ectopic hamartomatous thymoma
8588/3,8588,1121,/3,cancer,Preferred,Spindle epithelial tumor with thymus-like element,Spindle epithelial tumor with thymus-like element
8588/3,8588,1122,/3,cancer,Synonym,SETTLE,SETTLE
8588/3,8588,1123,/3,cancer,Synonym,Spindle epithelial tumor with thymus-like differentiation,Spindle epithelial tumor with thymus-like differentiation
8589/3,8589,1124,/3,cancer,Preferred,Intrathyroid thymic carcinoma,Intrathyroid thymic carcinoma
8589/3,8589,1125,/3,cancer,Synonym,Carcinoma showing thymus-like element,Carcinoma showing thymus-like element
8589/3,8589,1126,/3,cancer,Synonym,Carcinoma showing thymus-like differentiation,Carcinoma showing thymus-like differentiation
8589/3,8589,1127,/3,cancer,Synonym,CASTLE,CASTLE
8590/0,8590,1129,/0,,Preferred,"Sex cord-stromal tumor, benign","Sex cord-stromal tumor, benign"
8590/0,8590,1130,/0,,Related,Signet-ring stromal tumor,Signet-ring stromal tumor
8590/0,8590,1131,/0,,Related,Microcystic stromal tumor,Microcystic stromal tumor
8590/1,8590,1132,/1,,Preferred,"Sex cord-gonadal stromal tumor","Sex cord-gonadal stromal tumor"
8590/1,8590,1133,/1,,Synonym,"Gonadal stromal tumor","Gonadal stromal tumor"
8590/1,8590,1134,/1,,Synonym,"Sex cord tumor","Sex cord tumor"
8590/1,8590,1135,/1,,Synonym,"Sex cord-stromal tumor","Sex cord-stromal tumor"
8590/1,8590,1136,/1,,Synonym,Ovarian stromal tumor,Ovarian stromal tumor
8590/1,8590,1137,/1,,Synonym,Testicular stromal tumor,Testicular stromal tumor
8590/1,8590,1138,/1,,Related,Uterine tumor resembling ovarian sex cord tumor,Uterine tumor resembling ovarian sex cord tumor
8591/1,8591,1139,/1,,Preferred,"Sex cord-gonadal stromal tumor, incompletely differentiated","Sex cord-gonadal stromal tumor, incompletely differentiated"
8591/1,8591,1140,/1,,Related,"Sex cord-stromal tumor, unclassified","Sex cord-stromal tumor, unclassified"
8592/1,8592,1141,/1,,Preferred,"Sex cord-gonadal stromal tumor, mixed forms","Sex cord-gonadal stromal tumor, mixed forms"
8592/1,8592,1142,/1,,Synonym,"Sex cord-gonadal stromal tumor, mixed","Sex cord-gonadal stromal tumor, mixed"
8593/1,8593,1143,/1,,Preferred,Stromal tumor with minor sex cord elements,Stromal tumor with minor sex cord elements
8594/1,8594,1144,/1,,Preferred,"Mixed germ cell-sex cord-stromal tumor","Mixed germ cell-sex cord-stromal tumor"
8594/1,8594,1145,/1,,Related,"Mixed germ cell-sex cord-stromal tumor, unclassified","Mixed germ cell-sex cord-stromal tumor, unclassified"
8600/0,8600,1146,/0,,Preferred,"Thecoma","Thecoma"
8600/0,8600,1147,/0,,Synonym,Theca cell tumor,Theca cell tumor
8600/3,8600,1148,/3,cancer,Preferred,"Thecoma, malignant","Thecoma, malignant"
8601/0,8601,1149,/0,,Preferred,"Thecoma, luteinized","Thecoma, luteinized"
8602/0,8602,1150,/0,,Preferred,Sclerosing stromal tumor,Sclerosing stromal tumor
8610/0,8610,1151,/0,,Preferred,"Luteoma","Luteoma"
8610/0,8610,1152,/0,,Synonym,Luteinoma,Luteinoma
8620/1,8620,1153,/1,,Preferred,Adult granulosa cell tumor of testis,Adult granulosa cell tumor of testis
8620/1,8620,1154,/1,,Synonym,"Granulosa cell tumor of testis","Granulosa cell tumor of testis"
8620/3,8620,1155,/3,cancer,Preferred,Adult granulosa cell tumor of ovary,Adult granulosa cell tumor of ovary
8620/3,8620,1156,/3,cancer,Related,"Granulosa cell tumor, adult type","Granulosa cell tumor, adult type"
8620/3,8620,1157,/3,cancer,Related,Granulosa cell carcinoma,Granulosa cell carcinoma
8620/3,8620,1158,/3,cancer,Related,"Granulosa cell tumor, sarcomatoid","Granulosa cell tumor, sarcomatoid"
8621/1,8621,1159,/1,,Preferred,Granulosa cell-theca cell tumor,Granulosa cell-theca cell tumor
8621/1,8621,1160,/1,,Synonym,Theca cell-granulosa cell tumor,Theca cell-granulosa cell tumor
8622/0,8622,1161,/0,,Preferred,"Granulosa cell tumor of the testis, juvenile","Granulosa cell tumor of the testis, juvenile"
8622/1,8622,1162,/1,,Preferred,"Granulosa cell tumor, juvenile","Granulosa cell tumor, juvenile"
8623/1,8623,1163,/1,,Preferred,Sex cord tumor with annular tubules,Sex cord tumor with annular tubules
8630/0,8630,1164,/0,,Preferred,"Androblastoma, benign","Androblastoma, benign"
8630/0,8630,1165,/0,,Synonym,"Arrhenoblastoma, benign","Arrhenoblastoma, benign"
8630/1,8630,1166,/1,,Preferred,"Androblastoma","Androblastoma"
8630/1,8630,1167,/1,,Synonym,"Arrhenoblastoma","Arrhenoblastoma"
8630/3,8630,1168,/3,cancer,Preferred,"Androblastoma, malignant","Androblastoma, malignant"
8630/3,8630,1169,/3,cancer,Synonym,"Arrhenoblastoma, malignant","Arrhenoblastoma, malignant"
8631/0,8631,1170,/0,,Preferred,"Sertoli-Leydig cell tumor, well differentiated","Sertoli-Leydig cell tumor, well differentiated"
8631/1,8631,1171,/1,,Preferred,Sertoli-Leydig cell tumor of intermediate differentiation,Sertoli-Leydig cell tumor of intermediate differentiation
8631/1,8631,1172,/1,,Synonym,"Sertoli-Leydig cell tumor, moderately differentiated","Sertoli-Leydig cell tumor, moderately differentiated"
8631/1,8631,1173,/1,,Related,"Sertoli-Leydig cell tumor","Sertoli-Leydig cell tumor"
8631/3,8631,1174,/3,cancer,Preferred,"Sertoli-Leydig cell tumor, poorly differentiated","Sertoli-Leydig cell tumor, poorly differentiated"
8631/3,8631,1175,/3,cancer,Related,"Sertoli-Leydig cell tumor, sarcomatoid","Sertoli-Leydig cell tumor, sarcomatoid"
8632/1,8632,1176,/1,,Preferred,Gynandroblastoma,Gynandroblastoma
8633/1,8633,1177,/1,,Preferred,"Sertoli-Leydig cell tumor, retiform","Sertoli-Leydig cell tumor, retiform"
8634/1,8634,1178,/1,,Preferred,"Sertoli-Leydig cell tumor, intermediate differentiation, with heterologous elements","Sertoli-Leydig cell tumor, intermediate differentiation, with heterologous elements"
8634/1,8634,1179,/1,,Synonym,"Sertoli-Leydig cell tumor, moderately differentiated, with heterologous elements","Sertoli-Leydig cell tumor, moderately differentiated, with heterologous elements"
8634/1,8634,1180,/1,,Related,"Sertoli-Leydig cell tumor, retiform, with heterologous elements","Sertoli-Leydig cell tumor, retiform, with heterologous elements"
8634/3,8634,1181,/3,cancer,Preferred,"Sertoli-Leydig cell tumor, poorly differentiated, with heterologous elements","Sertoli-Leydig cell tumor, poorly differentiated, with heterologous elements"
8640/1,8640,1182,/1,,Preferred,"Sertoli cell tumor","Sertoli cell tumor"
8640/1,8640,1183,/1,,Synonym,"Tubular androblastoma","Tubular androblastoma"
8640/1,8640,1184,/1,,Synonym,Pick tubular adenoma,Pick tubular adenoma
8640/1,8640,1185,/1,,Synonym,Sertoli cell adenoma,Sertoli cell adenoma
8640/1,8640,1186,/1,,Synonym,Testicular adenoma,Testicular adenoma
8640/3,8640,1187,/3,cancer,Preferred,Sertoli cell carcinoma,Sertoli cell carcinoma
8641/0,8641,1188,/0,,Preferred,Sertoli cell tumor with lipid storage,Sertoli cell tumor with lipid storage
8641/0,8641,1189,/0,,Synonym,Folliculome lipidique,Folliculome lipidique
